filename,width,height,class,xmin,ymin,xmax,ymax
Без названия (7).jpg,309,163,tree,18,1,70,149
Без названия (7).jpg,309,163,tree,199,1,222,126
Без названия (7).jpg,309,163,tree,240,1,288,140
Без названия (7).jpg,309,163,tree,136,1,163,58
Без названия (8).jpg,284,177,tree,54,1,61,113
Без названия (8).jpg,284,177,tree,49,1,55,110
Без названия (8).jpg,284,177,tree,35,16,47,104
Без названия (8).jpg,284,177,tree,183,1,199,98
Без названия (8).jpg,284,177,tree,211,1,225,77
Без названия.jpg,299,168,tree,183,1,200,137
Без названия.jpg,299,168,tree,198,1,210,128
Без названия.jpg,299,168,tree,63,1,73,129
Без названия.jpg,299,168,tree,31,1,40,129
Без названия.jpg,299,168,tree,119,1,129,118
Без названия.jpg,299,168,tree,95,1,106,117
Без названия.jpg,299,168,tree,138,50,154,115
Без названия.jpg,299,168,tree,1,47,15,116
